,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,aS96CjGeSWXjKEAENvW68w,hot-dog-cart-at-south-end-ave-new-york,Hot Dog Cart At South End Ave,https://s3-media2.fl.yelpcdn.com/bphoto/rhNgN0oAnCm_KnYWgtDZXA/o.jpg,False,https://www.yelp.com/biz/hot-dog-cart-at-south-end-ave-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,27,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 40.7109314570261, 'longitude': -74.0161190947942}",[],$,"{'address1': '331 South End Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10280', 'country': 'US', 'state': 'NY', 'display_address': ['331 South End Ave', 'New York, NY 10280']}",+12124310131,(212) 431-0131,1938.2276585324314
11,hGO0GoQBQ4GKlbFz0zSSIg,fulton-hot-dog-king-brooklyn,Fulton Hot Dog King,https://s3-media4.fl.yelpcdn.com/bphoto/50g_xSTpBSD3hyEtYU-KBw/o.jpg,False,https://www.yelp.com/biz/fulton-hot-dog-king-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,75,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.0,"{'latitude': 40.689988, 'longitude': -73.98433}",['delivery'],$,"{'address1': '472 Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['472 Fulton St', 'Brooklyn, NY 11201']}",,,1912.9812328867756
12,DWAKIZtXINw4XGheiqHEYw,bobbi-s-italian-beef-brooklyn,Bobbi’s Italian Beef,https://s3-media3.fl.yelpcdn.com/bphoto/hdazM4b1GNHtT7zWL3dz4w/o.jpg,False,https://www.yelp.com/biz/bobbi-s-italian-beef-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,42,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.68402096801788, 'longitude': -73.99252874387592}","['pickup', 'delivery']",,"{'address1': '228 Smith St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['228 Smith St', 'Brooklyn, NY 11231']}",+17188731480,(718) 873-1480,2386.8659963230793
13,w2zQozUnGO2bxi29xbEwGA,jongro-rice-hot-dog-new-york,Jongro Rice Hot Dog,https://s3-media4.fl.yelpcdn.com/bphoto/iyAYh1SXNHQKg6_faOeZWA/o.jpg,False,https://www.yelp.com/biz/jongro-rice-hot-dog-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,203,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 40.74786060320412, 'longitude': -73.98684282466675}",['delivery'],$,"{'address1': '33 W 32nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['33 W 32nd St', 'New York, NY 10001']}",,,4758.012153024524
14,uMRpjyP0g_gsF48gbV8psw,papaya-dog-new-york-3,Papaya Dog,https://s3-media2.fl.yelpcdn.com/bphoto/I95qRFllr5LOjQaM8IJFZg/o.jpg,False,https://www.yelp.com/biz/papaya-dog-new-york-3?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,352,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.0,"{'latitude': 40.731586, 'longitude': -74.00129}","['pickup', 'delivery']",$,"{'address1': '333 6th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['333 6th Ave', 'New York, NY 10014']}",+12126279748,(212) 627-9748,2965.9660289954245
15,ISxL2HWJNCazHAdy5oblJA,coney-shack-new-york-6,Coney Shack,https://s3-media2.fl.yelpcdn.com/bphoto/m7iz3-70bvA3xE2aHFPQGQ/o.jpg,False,https://www.yelp.com/biz/coney-shack-new-york-6?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,305,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"{'latitude': 40.70433, 'longitude': -74.00968}",[],$$,"{'address1': '100 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['100 Pearl St', 'New York, NY 10004']}",+13478568356,(347) 856-8356,1306.2093709685234
16,xEnNFXtMLDF5kZDxfaCJgA,the-halal-guys-new-york-2,The Halal Guys,https://s3-media1.fl.yelpcdn.com/bphoto/MYnXprCKOS0JlpQJRMOR7Q/o.jpg,False,https://www.yelp.com/biz/the-halal-guys-new-york-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,10381,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"{'latitude': 40.761861, 'longitude': -73.979306}","['pickup', 'delivery']",$,"{'address1': 'W 53rd Street And 6th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['W 53rd Street And 6th Ave', 'New York, NY 10019']}",+13475271505,(347) 527-1505,6399.019109860832
17,HYoPErHY9ZvtfXXCDmDOhw,brooklyn-beef-n-cheese-new-york,Brooklyn Beef N’ Cheese,https://s3-media2.fl.yelpcdn.com/bphoto/wGovVa4cOfrWZTD1tFv18g/o.jpg,False,https://www.yelp.com/biz/brooklyn-beef-n-cheese-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,148,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.70651872682522, 'longitude': -74.00777149999999}","['pickup', 'delivery']",$$,"{'address1': '70 Pine St', 'address2': '', 'address3': 'City Acres Market', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['70 Pine St', 'City Acres Market', 'New York, NY 10005']}",+19172612389,(917) 261-2389,1142.383339157804
18,L6DAp6L1ZJKeeDN2PwoOLQ,adels-famous-halal-food-new-york,Adel's Famous Halal Food,https://s3-media2.fl.yelpcdn.com/bphoto/YNQgNHo1F5xX_RAJWIjIrA/o.jpg,False,https://www.yelp.com/biz/adels-famous-halal-food-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,620,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 40.75927857933082, 'longitude': -73.98087907274463}","['pickup', 'delivery']",$,"{'address1': '49th & 6th', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['49th & 6th', 'New York, NY 10019']}",+19174972317,(917) 497-2317,6091.802549792602
19,PnLarwKPdJJErR2fbqaAGw,nathans-famous-new-york-9,Nathan's Famous,https://s3-media1.fl.yelpcdn.com/bphoto/sTKqr38z1ca4b-E8M8nWXQ/o.jpg,False,https://www.yelp.com/biz/nathans-famous-new-york-9?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,39,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",3.0,"{'latitude': 40.76427, 'longitude': -73.97302}",[],$$,"{'address1': '5th Ave & Central Park S', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['5th Ave & Central Park S', 'New York, NY 10022']}",+13472395658,(347) 239-5658,6783.464243156638
20,qf3RUWCKS__x6LXmEK0Cfw,nathans-famous-brooklyn-11,Nathan's Famous,https://s3-media1.fl.yelpcdn.com/bphoto/cXKl2cBHcsP9oIl8biGdew/o.jpg,False,https://www.yelp.com/biz/nathans-famous-brooklyn-11?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,3,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",5.0,"{'latitude': 40.6879864, 'longitude': -73.9799972}",[],,"{'address1': '25 Flatbush Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['25 Flatbush Ave', 'Brooklyn, NY 11217']}",+17187973803,(718) 797-3803,2284.9876538960693
21,16USjRHkdp7hEKR5KDWwOQ,cals-hotdogs-hoboken,Cals Hotdogs,https://s3-media3.fl.yelpcdn.com/bphoto/ctUfVLucVbzx_4A3aDFNSg/o.jpg,False,https://www.yelp.com/biz/cals-hotdogs-hoboken?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,11,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 40.7359299192088, 'longitude': -74.0435919265596}",[],$,"{'address1': '1 Harrison St', 'address2': '', 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['1 Harrison St', 'Hoboken, NJ 07030']}",+12012381262,(201) 238-1262,5362.039981682351
22,q9VwJbrN0fGdm4L0oP2X8w,s-and-p-new-york,S&P,https://s3-media3.fl.yelpcdn.com/bphoto/8LfNlmbYOXXq4-BnKeXnKg/o.jpg,False,https://www.yelp.com/biz/s-and-p-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,101,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 40.74114, 'longitude': -73.99011}",[],$$,"{'address1': '174 5th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['174 5th Ave', 'New York, NY 10010']}",+12126918862,(212) 691-8862,3980.614484805011
23,8mmM20X369_Do04kW7-TTA,holy-cow-new-york-4,Holy Cow,https://s3-media3.fl.yelpcdn.com/bphoto/Y_mdgYH6TnZlI2yfg4d7OQ/o.jpg,False,https://www.yelp.com/biz/holy-cow-new-york-4?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,328,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': 40.7143638, 'longitude': -73.9906935}","['pickup', 'delivery']",$,"{'address1': '34 Canal St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['34 Canal St', 'New York, NY 10002']}",+12127749446,(212) 774-9446,1037.114338644949
24,K1yRU5egE2Zf_ImGwg8mDQ,coney-shack-new-york-7,Coney Shack,https://s3-media1.fl.yelpcdn.com/bphoto/-emO1qcBXDV20ftj08LRRw/o.jpg,False,https://www.yelp.com/biz/coney-shack-new-york-7?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,2,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 40.7618671876397, 'longitude': -73.9815470203757}",[],,"{'address1': '152 W 52nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['152 W 52nd St', 'New York, NY 10019']}",,,6365.1270259693665
25,S9skqRFpN0DztslDkGrkzA,oh-k-dog-and-egg-toast-new-york-3,Oh K-Dog & Egg Toast,https://s3-media2.fl.yelpcdn.com/bphoto/jcV6pMfL3cDf0nBLq8OGNg/o.jpg,False,https://www.yelp.com/biz/oh-k-dog-and-egg-toast-new-york-3?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,43,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 40.76831, 'longitude': -73.98565}","['pickup', 'delivery']",,"{'address1': '885 9th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['885 9th Ave', 'New York, NY 10019']}",,,7020.568185863763
26,q941zSOToVffFQiSQvdilQ,dominics-italian-sausage-new-york,Dominic's Italian Sausage,https://s3-media2.fl.yelpcdn.com/bphoto/RVvS_fpbnKRRsovcRqlbdg/o.jpg,False,https://www.yelp.com/biz/dominics-italian-sausage-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,47,"[{'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"{'latitude': 40.703617, 'longitude': -74.013139}",[],$,"{'address1': 'Whitehall St And Bridge St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['Whitehall St And Bridge St', 'New York, NY 10004']}",+19177697550,(917) 769-7550,1601.552324419596
27,iQloZkpi-tfyreSkfB6YtQ,devil-dogs-hot-dogs-north-arlington,Devil Dogs Hot Dogs,https://s3-media3.fl.yelpcdn.com/bphoto/dqBXbE8kV13KOEjNrtbrog/o.jpg,False,https://www.yelp.com/biz/devil-dogs-hot-dogs-north-arlington?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,15,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 40.78296, 'longitude': -74.13719}","['pickup', 'delivery']",,"{'address1': '42 Ridge Rd', 'address2': '', 'address3': '', 'city': 'North Arlington', 'zip_code': '07031', 'country': 'US', 'state': 'NJ', 'display_address': ['42 Ridge Rd', 'North Arlington, NJ 07031']}",+12019983647,(201) 998-3647,14811.221835397157
28,iQTPjiskoE0jfHsoBSR1Jw,roccos-italian-sausages-and-philly-cheese-steaks-long-island-city,Rocco's Italian Sausages & Philly Cheese Steaks,https://s3-media2.fl.yelpcdn.com/bphoto/MQKIfEwx1TbBYabVKcyJRg/o.jpg,False,https://www.yelp.com/biz/roccos-italian-sausages-and-philly-cheese-steaks-long-island-city?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,199,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.7527307533468, 'longitude': -73.9125879583358}","['pickup', 'delivery']",$,"{'address1': '5010 Northern Blvd', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['5010 Northern Blvd', 'Long Island City, NY 11101']}",+17182040478,(718) 204-0478,8662.9298102895
29,uBGjcW-GuYy_qSvMykuISA,pommes-frites-new-york-2,Pommes Frites,https://s3-media1.fl.yelpcdn.com/bphoto/r3zVmPqqV1S4KlL_jPhcTA/o.jpg,False,https://www.yelp.com/biz/pommes-frites-new-york-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,1137,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'poutineries', 'title': 'Poutineries'}]",4.5,"{'latitude': 40.730022, 'longitude': -74.000152}","['pickup', 'delivery']",$$,"{'address1': '128 Macdougal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['128 Macdougal St', 'New York, NY 10012']}",+12126741234,(212) 674-1234,2784.525199027455
30,e3KHXMxEZbxjocSke4_PkA,afternoon-brooklyn,Afternoon,https://s3-media4.fl.yelpcdn.com/bphoto/lgfu6BtmKl1azWzNF9hrkQ/o.jpg,False,https://www.yelp.com/biz/afternoon-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,41,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 40.718162, 'longitude': -73.958482}","['pickup', 'delivery']",,"{'address1': '148 N 7th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['148 N 7th St', 'Brooklyn, NY 11249']}",,,3327.6267197758775
